Conventions,G,BADC-CSV,1
title,G,area-averaged changes over five regions  as simulated by CMIP6 models (individually identifiable) and CMIP5 models (blue)
contributor,G,Chris Brierley (c.brierley@ucl.ac.uk)
creator,G,Anni Zhao (anni.zhao.16@ucl.ac.uk)
last_revised_date,G,2021-03-15
activity,G,IPCC WG1 AR6 Chapter 3
history,G,"These reconstructions were originally sourced from the netcdf file at https://static-content.springer.com/esm/art%3A10.1007%2Fs00382-010-0904-1/MediaObjects/382_2010_904_MOESM2_ESM.zip"
feature_type,G,point collection
comments,G,"Comparison between simulated annual precipitation changes and pollen-based reconstructions at the Mid-Holocene (6,000 years ago). The area-averaged changes over five regions (Iturbide et al., 2020) as simulated by CMIP6 models (individually identifiable, one ensemble member per model) and CMIP5 models (blue) are shown, stretching from the tropics to high-latitudes. All regions contain multiple quantitative reconstructions: their interquartile range are shown by boxes and with whiskers for their full range excluding outliers. (Figure adapted from Brierley et al., 2020)."
reference,G,"Brierley et al. (2020, Climate of the Past)" 
rights,G,CC-BY
coordinate_variable,1,region name,no unit
long_name,1,region name,no unit
comments,1,"Five regions include Northern Europe, Western and Central Europe, Mediterranean, Sahara/Sahel and West Africa"
source,1,"Iturbide et al., 2020"
type,1,int
long_name,2,map_reconstructions,mm/year
comments,2,pollen-based MAP resconstructions points within the region
source,2,"Bartlein et al. (2011, Climate Dynamics, https://doi.org/10.1007/s00382-010-0904-1)" 
type,2,float
data
1,2
Northern Europe,36.04766464
Northern Europe,-7.08100653
Northern Europe,-11.84650421
Northern Europe,1.32300949
Northern Europe,105.7442474
Northern Europe,-26.81250381
Northern Europe,61.30049896
Northern Europe,-20.80101013
Northern Europe,1.19100189
Northern Europe,20.48150063
Northern Europe,110.4000015
Northern Europe,-166.6872559
Northern Europe,-35.333004
Northern Europe,89.49299622
Northern Europe,-103.9280014
Northern Europe,3.29374695
Northern Europe,54.25299835
Northern Europe,-76.59299469
Northern Europe,47.23249817
Northern Europe,81.03625488
Northern Europe,108.8062515
Northern Europe,-21.44633484
Northern Europe,3.05150223
Northern Europe,110.6759949
Northern Europe,65.99325562
Northern Europe,35.54037094
Northern Europe,89.41120148
Northern Europe,82.79932404
Northern Europe,62.0340004
Northern Europe,41.61450195
Northern Europe,87.23217773
Northern Europe,118.6790009
Northern Europe,72.63160706
Northern Europe,17.8184967
Northern Europe,-61.4750061
Northern Europe,97.69999695
Northern Europe,-200.7919922
Northern Europe,-17.1242485
Northern Europe,85.7333374
Northern Europe,-137.4689941
Northern Europe,73.25999451
Northern Europe,71.20000458
Northern Europe,0.68366748
Northern Europe,44.54999924
Northern Europe,41.06766891
Northern Europe,-8.98816776
Northern Europe,-14.29750443
Northern Europe,27.29149628
Northern Europe,-7.12999964
Northern Europe,190.6499786
Northern Europe,42.74299622
Northern Europe,185.1040039
Northern Europe,164.5836029
Northern Europe,112.8735504
