Conventions,G,BADC-CSV,1
title,G, Annual mean global temperature change over land and ocean at the mid-Holocene (MH) as simulated by CMIP6 models,
creator,G,Anni Zhao (anni.zhao.16@ucl.ac.uk),
creator,G,Chris Brierley (c.brierley@ucl.ac.uk),
last_revised_date,G,2021/3/14,
acitivity,G,IPCC AR6,
feature_tpye,G,Global Mean Data Points,
comments,G,Data is for the salmon circles in Figure 3.2b in the IPCC Working Group 1 Contribution to the Six Assessment Report: Chapter 3,
comments,G,Annual mean global temperature change over sea and over land in the PMIP4-CMIP6 midHolocene experiment as compard to the piControl ,
comments,G,Applied modern land and ocean mask ,
rights,G,,
long_name,1,ann_tas_sea_MH_CMIP6_individual_models,degrees C
comments,1,Annual mean global temeprature change over sea at the MH as simulated by CMIP6 models,
type,1,float,
long_name,2,ann_tas_land_MH_CMIP6_individual_models,degrees C
comments,2,Annual mean global temeprature change over land at the MH as simulated by CMIP6 models,
type,2,float,
data,,,
1,2,,
-0.36,-0.63,,
-0.2,-0.22,,
-0.04,-0.08,,
-0.33,-0.46,,
-0.3,-0.04,,
-0.35,-0.45,,
-0.1,-0.2,,
-0.26,-0.39,,
-0.33,-0.44,,
-0.42,-0.6,,
-0.3,-0.51,,
-0.14,-0.26,,
-0.21,-0.4,,
-0.23,-0.19,,
end_data,,,
